Month,Citizenship,Arrivals,Departures,Net,arrivals_sum,departures_sum,net_sum
2015-07-01,Sri Lanka,150,15,135,1025.0,203.0,822.0
2015-07-01,United Kingdom,514,543,-29,8661.0,5464.0,3197.0
2015-07-01,Vietnam,97,37,60,787.0,392.0,395.0
2015-08-01,China,1528,311,1217,14400.0,4426.0,9974.0
2015-08-01,Fiji,197,77,120,2311.0,779.0,1532.0
2015-08-01,India,1864,176,1688,18885.0,2393.0,16492.0
2015-08-01,New Zealand,3167,3488,-321,38755.0,43620.0,-4865.0
2015-08-01,Philippines,826,46,780,7545.0,692.0,6853.0
2015-08-01,South Africa,276,12,264,2938.0,325.0,2613.0
2015-08-01,Sri Lanka,126,27,99,1066.0,210.0,856.0
2015-08-01,United Kingdom,640,402,238,8535.0,5448.0,3087.0
2015-08-01,Vietnam,83,20,63,825.0,388.0,437.0
2015-09-01,China,1333,336,997,14504.0,4412.0,10092.0
2015-09-01,Fiji,214,52,162,2317.0,766.0,1551.0
2015-09-01,India,1710,180,1530,19103.0,2406.0,16697.0
2015-09-01,New Zealand,3298,3199,99,38680.0,43481.0,-4801.0
2015-09-01,Philippines,751,38,713,7806.0,671.0,7135.0
2015-09-01,South Africa,306,25,281,3014.0,320.0,2694.0
2015-09-01,Sri Lanka,134,19,115,1136.0,217.0,919.0
2015-09-01,United Kingdom,869,400,469,8513.0,5456.0,3057.0
2015-09-01,Vietnam,69,19,50,830.0,388.0,442.0
2015-10-01,China,1409,297,1112,14756.0,4423.0,10333.0
2015-10-01,Fiji,172,44,128,2326.0,763.0,1563.0
2015-10-01,India,1588,219,1369,19369.0,2436.0,16933.0
2015-10-01,New Zealand,3483,3123,360,38778.0,43560.0,-4782.0
2015-10-01,Philippines,726,41,685,8031.0,667.0,7364.0
2015-10-01,South Africa,353,24,329,3204.0,317.0,2887.0
2015-10-01,Sri Lanka,104,14,90,1160.0,221.0,939.0
2015-10-01,United Kingdom,866,372,494,8460.0,5427.0,3033.0
2015-10-01,Vietnam,96,12,84,843.0,385.0,458.0
2015-11-01,China,1012,501,511,14852.0,4361.0,10491.0
2015-11-01,Fiji,249,74,175,2398.0,771.0,1627.0
2015-11-01,India,1550,274,1276,19532.0,2477.0,17055.0
2015-11-01,New Zealand,3451,3103,348,38750.0,43373.0,-4623.0
2015-11-01,Philippines,796,54,742,8232.0,645.0,7587.0
2015-11-01,South Africa,297,34,263,3249.0,300.0,2949.0
2015-11-01,Sri Lanka,135,25,110,1197.0,228.0,969.0
2015-11-01,United Kingdom,961,363,598,8559.0,5445.0,3114.0
2015-11-01,Vietnam,72,50,22,853.0,374.0,479.0
2015-12-01,China,827,608,219,15031.0,4470.0,10561.0
2015-12-01,Fiji,314,90,224,2445.0,765.0,1680.0
2015-12-01,India,853,222,631,19537.0,2479.0,17058.0
2015-12-01,New Zealand,5887,4601,1286,38609.0,43336.0,-4727.0
2015-12-01,Philippines,541,87,454,8405.0,668.0,7737.0
2015-12-01,South Africa,335,42,293,3376.0,313.0,3063.0
2015-12-01,Sri Lanka,86,24,62,1235.0,219.0,1016.0
2015-12-01,United Kingdom,824,506,318,8637.0,5444.0,3193.0
2015-12-01,Vietnam,64,58,6,896.0,374.0,522.0
2016-01-01,China,1809,380,1429,15238.0,4498.0,10740.0
2016-01-01,Fiji,274,64,210,2537.0,754.0,1783.0
2016-01-01,India,1284,204,1080,19233.0,2471.0,16762.0
2016-01-01,New Zealand,3834,3707,127,38770.0,43197.0,-4427.0
2016-01-01,Philippines,595,57,538,8477.0,678.0,7799.0
2016-01-01,South Africa,400,27,373,3528.0,318.0,3210.0
2016-01-01,Sri Lanka,127,16,111,1292.0,224.0,1068.0
2016-01-01,United Kingdom,978,350,628,8608.0,5384.0,3224.0
2016-01-01,Vietnam,89,41,48,898.0,388.0,510.0
2016-02-01,China,1756,244,1512,15659.0,4353.0,11306.0
2016-02-01,Fiji,292,56,236,2580.0,744.0,1836.0
2016-02-01,India,2248,209,2039,18860.0,2486.0,16374.0
2016-02-01,New Zealand,2964,3324,-360,38982.0,43028.0,-4046.0
2016-02-01,Philippines,809,35,774,8731.0,677.0,8054.0
2016-02-01,South Africa,487,31,456,3752.0,325.0,3427.0
2016-02-01,Sri Lanka,215,14,201,1402.0,219.0,1183.0
2016-02-01,United Kingdom,742,377,365,8643.0,5429.0,3214.0
2016-02-01,Vietnam,153,31,122,936.0,383.0,553.0
2016-03-01,China,1158,317,841,15549.0,4331.0,11218.0
2016-03-01,Fiji,247,46,201,2595.0,724.0,1871.0
2016-03-01,India,1427,268,1159,18546.0,2520.0,16026.0
2016-03-01,New Zealand,2698,3362,-664,39057.0,42624.0,-3567.0
2016-03-01,Philippines,683,66,617,8693.0,662.0,8031.0
2016-03-01,South Africa,364,28,336,3870.0,330.0,3540.0
2016-03-01,Sri Lanka,103,16,87,1398.0,222.0,1176.0
2016-03-01,United Kingdom,672,543,129,8713.0,5489.0,3224.0
2016-03-01,Vietnam,82,29,53,940.0,372.0,568.0
2016-04-01,China,945,305,640,15578.0,4357.0,11221.0
2016-04-01,Fiji,255,33,222,2717.0,699.0,2018.0
2016-04-01,India,1076,215,861,18415.0,2553.0,15862.0
2016-04-01,New Zealand,2332,3689,-1357,39056.0,42624.0,-3568.0
2016-04-01,Philippines,578,96,482,8657.0,673.0,7984.0
2016-04-01,South Africa,483,15,468,4069.0,315.0,3754.0
2016-04-01,Sri Lanka,93,14,79,1434.0,216.0,1218.0
2016-04-01,United Kingdom,551,516,35,8702.0,5496.0,3206.0
2016-04-01,Vietnam,89,16,73,986.0,366.0,620.0
2016-05-01,China,852,307,545,15649.0,4369.0,11280.0
2016-05-01,Fiji,248,52,196,2805.0,702.0,2103.0
2016-05-01,India,1322,215,1107,18563.0,2597.0,15966.0
2016-05-01,New Zealand,2329,3530,-1201,38964.0,42419.0,-3455.0
2016-05-01,Philippines,784,75,709,8704.0,714.0,7990.0
2016-05-01,South Africa,489,19,470,4353.0,302.0,4051.0
2016-05-01,Sri Lanka,97,22,75,1447.0,219.0,1228.0
2016-05-01,United Kingdom,491,602,-111,8643.0,5497.0,3146.0
2016-05-01,Vietnam,56,20,36,1007.0,359.0,648.0
2016-06-01,China,1131,411,720,15776.0,4399.0,11377.0
2016-06-01,Fiji,207,46,161,2837.0,681.0,2156.0
2016-06-01,India,1099,191,908,18415.0,2609.0,15806.0
2016-06-01,New Zealand,2544,3288,-744,39007.0,42170.0,-3163.0
2016-06-01,Philippines,636,85,551,8559.0,745.0,7814.0
2016-06-01,South Africa,453,27,426,4567.0,298.0,4269.0
2016-06-01,Sri Lanka,114,12,102,1484.0,218.0,1266.0
2016-06-01,United Kingdom,517,479,38,8625.0,5453.0,3172.0
2016-06-01,Vietnam,70,43,27,1020.0,376.0,644.0
2016-07-01,China,2573,436,2137,16333.0,4453.0,11880.0
2016-07-01,Fiji,221,71,150,2890.0,705.0,2185.0
2016-07-01,India,1544,253,1291,17565.0,2626.0,14939.0
2016-07-01,New Zealand,3037,3626,-589,39024.0,42040.0,-3016.0
2016-07-01,Philippines,713,63,650,8438.0,743.0,7695.0
2016-07-01,South Africa,551,26,525,4794.0,310.0,4484.0
2016-07-01,Sri Lanka,131,20,111,1465.0,223.0,1242.0
2016-07-01,United Kingdom,527,480,47,8638.0,5390.0,3248.0
2016-07-01,Vietnam,149,40,109,1072.0,379.0,693.0
2016-08-01,China,1482,347,1135,16287.0,4489.0,11798.0
2016-08-01,Fiji,201,53,148,2894.0,681.0,2213.0
2016-08-01,India,954,223,731,16655.0,2673.0,13982.0
2016-08-01,New Zealand,3225,3263,-38,39082.0,41815.0,-2733.0
2016-08-01,Philippines,787,64,723,8399.0,761.0,7638.0
2016-08-01,South Africa,495,22,473,5013.0,320.0,4693.0
2016-08-01,Sri Lanka,112,9,103,1451.0,205.0,1246.0
2016-08-01,United Kingdom,666,396,270,8664.0,5384.0,3280.0
2016-08-01,Vietnam,83,31,52,1072.0,390.0,682.0
2016-09-01,China,1499,400,1099,16453.0,4553.0,11900.0
2016-09-01,Fiji,220,61,159,2900.0,690.0,2210.0
2016-09-01,India,856,240,616,15801.0,2733.0,13068.0
2016-09-01,New Zealand,3454,3027,427,39238.0,41643.0,-2405.0
2016-09-01,Philippines,725,83,642,8373.0,806.0,7567.0
2016-09-01,South Africa,525,22,503,5232.0,317.0,4915.0
2016-09-01,Sri Lanka,119,18,101,1436.0,204.0,1232.0
2016-09-01,United Kingdom,894,379,515,8689.0,5363.0,3326.0
2016-09-01,Vietnam,94,20,74,1097.0,391.0,706.0
2016-10-01,China,1301,293,1008,16345.0,4549.0,11796.0
2016-10-01,Fiji,176,66,110,2904.0,712.0,2192.0
2016-10-01,India,1101,263,838,15314.0,2777.0,12537.0
2016-10-01,New Zealand,3342,2925,417,39097.0,41445.0,-2348.0
2016-10-01,Philippines,747,75,672,8394.0,840.0,7554.0
2016-10-01,South Africa,518,24,494,5397.0,317.0,5080.0
2016-10-01,Sri Lanka,113,10,103,1445.0,200.0,1245.0
2016-10-01,United Kingdom,957,343,614,8780.0,5334.0,3446.0
2016-10-01,Vietnam,79,18,61,1080.0,397.0,683.0
2016-11-01,China,1106,663,443,16439.0,4711.0,11728.0
2016-11-01,Fiji,217,42,175,2872.0,680.0,2192.0
2016-11-01,India,1172,358,814,14936.0,2861.0,12075.0
2016-11-01,New Zealand,3493,3077,416,39139.0,41419.0,-2280.0
2016-11-01,Philippines,612,97,515,8210.0,883.0,7327.0
2016-11-01,South Africa,497,47,450,5597.0,330.0,5267.0
2016-11-01,Sri Lanka,123,22,101,1433.0,197.0,1236.0
2016-11-01,United Kingdom,1019,412,607,8838.0,5383.0,3455.0
2016-11-01,Vietnam,79,50,29,1087.0,397.0,690.0
2016-12-01,China,835,728,107,16447.0,4831.0,11616.0
2016-12-01,Fiji,332,98,234,2890.0,688.0,2202.0
2016-12-01,India,650,353,297,14733.0,2992.0,11741.0
2016-12-01,New Zealand,5849,4509,1340,39101.0,41327.0,-2226.0
2016-12-01,Philippines,528,84,444,8197.0,880.0,7317.0
2016-12-01,South Africa,542,37,505,5804.0,325.0,5479.0
2016-12-01,Sri Lanka,97,23,74,1444.0,196.0,1248.0
2016-12-01,United Kingdom,755,550,205,8769.0,5427.0,3342.0
2016-12-01,Vietnam,34,66,-32,1057.0,405.0,652.0
2017-01-01,China,1779,445,1334,16417.0,4896.0,11521.0
2017-01-01,Fiji,250,60,190,2866.0,684.0,2182.0
2017-01-01,India,987,300,687,14436.0,3088.0,11348.0
2017-01-01,New Zealand,3752,3831,-79,39019.0,41451.0,-2432.0
2017-01-01,Philippines,678,63,615,8280.0,886.0,7394.0
2017-01-01,South Africa,535,32,503,5939.0,330.0,5609.0
2017-01-01,Sri Lanka,123,13,110,1440.0,193.0,1247.0
2017-01-01,United Kingdom,1135,336,799,8926.0,5413.0,3513.0
2017-01-01,Vietnam,114,47,67,1082.0,411.0,671.0
2017-02-01,China,1868,288,1580,16529.0,4940.0,11589.0
2017-02-01,Fiji,244,49,195,2818.0,677.0,2141.0
2017-02-01,India,2023,363,1660,14211.0,3242.0,10969.0
2017-02-01,New Zealand,2874,3377,-503,38929.0,41504.0,-2575.0
2017-02-01,Philippines,765,81,684,8236.0,932.0,7304.0
2017-02-01,South Africa,492,38,454,5944.0,337.0,5607.0
2017-02-01,Sri Lanka,172,19,153,1397.0,198.0,1199.0
2017-02-01,United Kingdom,867,377,490,9051.0,5413.0,3638.0
2017-02-01,Vietnam,192,19,173,1121.0,399.0,722.0
2017-03-01,China,1187,376,811,16558.0,4999.0,11559.0
2017-03-01,Fiji,203,57,146,2774.0,688.0,2086.0
2017-03-01,India,1217,390,827,14001.0,3364.0,10637.0
2017-03-01,New Zealand,2388,3136,-748,38619.0,41278.0,-2659.0
2017-03-01,Philippines,630,96,534,8183.0,962.0,7221.0
2017-03-01,South Africa,447,24,423,6027.0,333.0,5694.0
2017-03-01,Sri Lanka,140,19,121,1434.0,201.0,1233.0
2017-03-01,United Kingdom,670,493,177,9049.0,5363.0,3686.0
2017-03-01,Vietnam,106,30,76,1145.0,400.0,745.0
2017-04-01,China,916,373,543,16529.0,5067.0,11462.0
2017-04-01,Fiji,208,49,159,2727.0,704.0,2023.0
2017-04-01,India,923,283,640,13848.0,3432.0,10416.0
2017-04-01,New Zealand,2234,3612,-1378,38521.0,41201.0,-2680.0
2017-04-01,Philippines,704,109,595,8309.0,975.0,7334.0
2017-04-01,South Africa,410,16,394,5954.0,334.0,5620.0
2017-04-01,Sri Lanka,85,19,66,1426.0,206.0,1220.0
2017-04-01,United Kingdom,545,535,10,9043.0,5382.0,3661.0
2017-04-01,Vietnam,80,20,60,1136.0,404.0,732.0
2017-05-01,China,804,394,410,16481.0,5154.0,11327.0
2017-05-01,Fiji,136,76,60,2615.0,728.0,1887.0
2017-05-01,India,1144,367,777,13670.0,3584.0,10086.0
2017-05-01,New Zealand,2200,3529,-1329,38392.0,41200.0,-2808.0
2017-05-01,Philippines,842,100,742,8367.0,1000.0,7367.0
2017-05-01,South Africa,384,26,358,5849.0,341.0,5508.0
2017-05-01,Sri Lanka,111,13,98,1440.0,197.0,1243.0
2017-05-01,United Kingdom,570,664,-94,9122.0,5444.0,3678.0
2017-05-01,Vietnam,95,32,63,1175.0,416.0,759.0
2017-06-01,China,1318,598,720,16668.0,5341.0,11327.0
2017-06-01,Fiji,192,61,131,2600.0,743.0,1857.0
2017-06-01,India,1036,342,694,13607.0,3735.0,9872.0
2017-06-01,New Zealand,2528,3379,-851,38376.0,41291.0,-2915.0
2017-06-01,Philippines,845,106,739,8576.0,1021.0,7555.0
2017-06-01,South Africa,496,36,460,5892.0,350.0,5542.0
2017-06-01,Sri Lanka,164,21,143,1490.0,206.0,1284.0
2017-06-01,United Kingdom,523,502,21,9128.0,5467.0,3661.0
2017-06-01,Vietnam,89,32,57,1194.0,405.0,789.0
2017-07-01,China,2106,671,1435,16201.0,5576.0,10625.0
2017-07-01,Fiji,174,64,110,2553.0,736.0,1817.0
2017-07-01,India,1808,434,1374,13871.0,3916.0,9955.0
2017-07-01,New Zealand,2804,3603,-799,38143.0,41268.0,-3125.0
2017-07-01,Philippines,946,81,865,8809.0,1039.0,7770.0
2017-07-01,South Africa,480,49,431,5821.0,373.0,5448.0
2017-07-01,Sri Lanka,178,23,155,1537.0,209.0,1328.0
2017-07-01,United Kingdom,537,524,13,9138.0,5511.0,3627.0
2017-07-01,Vietnam,197,45,152,1242.0,410.0,832.0
2017-08-01,China,1322,533,789,16041.0,5762.0,10279.0
2017-08-01,Fiji,252,91,161,2604.0,774.0,1830.0
2017-08-01,India,1064,525,539,13981.0,4218.0,9763.0
2017-08-01,New Zealand,2946,3417,-471,37864.0,41422.0,-3558.0
2017-08-01,Philippines,901,90,811,8923.0,1065.0,7858.0
2017-08-01,South Africa,495,38,457,5821.0,389.0,5432.0
2017-08-01,Sri Lanka,146,28,118,1571.0,228.0,1343.0
2017-08-01,United Kingdom,642,411,231,9114.0,5526.0,3588.0
2017-08-01,Vietnam,110,38,72,1269.0,417.0,852.0
2017-09-01,China,1309,600,709,15851.0,5962.0,9889.0
2017-09-01,Fiji,170,62,108,2554.0,775.0,1779.0
2017-09-01,India,874,455,419,13999.0,4433.0,9566.0
2017-09-01,New Zealand,3141,3126,15,37551.0,41521.0,-3970.0
2017-09-01,Philippines,799,79,720,8997.0,1061.0,7936.0
2017-09-01,South Africa,443,35,408,5739.0,402.0,5337.0
2017-09-01,Sri Lanka,143,21,122,1595.0,231.0,1364.0
2017-09-01,United Kingdom,852,418,434,9072.0,5565.0,3507.0
2017-09-01,Vietnam,116,38,78,1291.0,435.0,856.0
2017-10-01,China,1117,462,655,15667.0,6131.0,9536.0
2017-10-01,Fiji,188,52,136,2566.0,761.0,1805.0
2017-10-01,India,1048,442,606,13946.0,4612.0,9334.0
2017-10-01,New Zealand,3122,2954,168,37331.0,41550.0,-4219.0
2017-10-01,Philippines,755,96,659,9005.0,1082.0,7923.0
2017-10-01,South Africa,526,35,491,5747.0,413.0,5334.0
2017-10-01,Sri Lanka,153,11,142,1635.0,232.0,1403.0
2017-10-01,United Kingdom,894,412,482,9009.0,5634.0,3375.0
2017-10-01,Vietnam,102,22,80,1314.0,439.0,875.0
2017-11-01,China,1010,880,130,15571.0,6348.0,9223.0
2017-11-01,Fiji,194,45,149,2543.0,764.0,1779.0
2017-11-01,India,1126,488,638,13900.0,4742.0,9158.0
2017-11-01,New Zealand,3201,3065,136,37039.0,41538.0,-4499.0
2017-11-01,Philippines,709,90,619,9102.0,1075.0,8027.0
2017-11-01,South Africa,417,29,388,5667.0,395.0,5272.0
2017-11-01,Sri Lanka,148,24,124,1660.0,234.0,1426.0
2017-11-01,United Kingdom,947,397,550,8937.0,5619.0,3318.0
2017-11-01,Vietnam,82,42,40,1317.0,431.0,886.0
2017-12-01,China,776,1034,-258,15512.0,6654.0,8858.0
2017-12-01,Fiji,239,95,144,2450.0,761.0,1689.0
2017-12-01,India,742,436,306,13992.0,4825.0,9167.0
2017-12-01,New Zealand,5482,4489,993,36672.0,41518.0,-4846.0
2017-12-01,Philippines,499,133,366,9073.0,1124.0,7949.0
2017-12-01,South Africa,656,56,600,5781.0,414.0,5367.0
2017-12-01,Sri Lanka,134,18,116,1697.0,229.0,1468.0
2017-12-01,United Kingdom,646,610,36,8828.0,5679.0,3149.0
2017-12-01,Vietnam,55,75,-20,1338.0,440.0,898.0
2018-01-01,China,1685,557,1128,15418.0,6766.0,8652.0
2018-01-01,Fiji,225,54,171,2425.0,755.0,1670.0
2018-01-01,India,1047,394,653,14052.0,4919.0,9133.0
2018-01-01,New Zealand,3341,3704,-363,36261.0,41391.0,-5130.0
2018-01-01,Philippines,862,110,752,9257.0,1171.0,8086.0
2018-01-01,South Africa,584,43,541,5830.0,425.0,5405.0
2018-01-01,Sri Lanka,173,17,156,1747.0,233.0,1514.0
2018-01-01,United Kingdom,960,369,591,8653.0,5712.0,2941.0
2018-01-01,Vietnam,165,45,120,1389.0,438.0,951.0
2018-02-01,China,1230,493,737,14780.0,6971.0,7809.0
2018-02-01,Fiji,201,38,163,2382.0,744.0,1638.0
2018-02-01,India,2178,348,1830,14207.0,4904.0,9303.0
2018-02-01,New Zealand,2494,3143,-649,35881.0,41157.0,-5276.0
2018-02-01,Philippines,758,99,659,9250.0,1189.0,8061.0
2018-02-01,South Africa,497,34,463,5835.0,421.0,5414.0
2018-02-01,Sri Lanka,226,21,205,1801.0,235.0,1566.0
2018-02-01,United Kingdom,649,406,243,8435.0,5741.0,2694.0
2018-02-01,Vietnam,216,56,160,1413.0,475.0,938.0
2018-03-01,China,1287,541,746,14880.0,7136.0,7744.0
2018-03-01,Fiji,171,58,113,2350.0,745.0,1605.0
2018-03-01,India,1364,426,938,14354.0,4940.0,9414.0
2018-03-01,New Zealand,2385,3693,-1308,35878.0,41714.0,-5836.0
2018-03-01,Philippines,683,132,551,9303.0,1225.0,8078.0
2018-03-01,South Africa,448,27,421,5836.0,424.0,5412.0
2018-03-01,Sri Lanka,161,25,136,1822.0,241.0,1581.0
2018-03-01,United Kingdom,550,598,-48,8315.0,5846.0,2469.0
2018-03-01,Vietnam,105,49,56,1412.0,494.0,918.0
2018-04-01,China,835,431,404,14799.0,7194.0,7605.0
2018-04-01,Fiji,180,48,132,2322.0,744.0,1578.0
2018-04-01,India,825,299,526,14256.0,4956.0,9300.0
2018-04-01,New Zealand,2063,3645,-1582,35707.0,41747.0,-6040.0
2018-04-01,Philippines,649,96,553,9248.0,1212.0,8036.0
2018-04-01,South Africa,477,29,448,5903.0,437.0,5466.0
2018-04-01,Sri Lanka,115,23,92,1852.0,245.0,1607.0
2018-04-01,United Kingdom,447,588,-141,8217.0,5899.0,2318.0
2018-04-01,Vietnam,74,36,38,1406.0,510.0,896.0
2018-05-01,China,837,539,298,14832.0,7339.0,7493.0
2018-05-01,Fiji,183,40,143,2369.0,708.0,1661.0
2018-05-01,India,1202,348,854,14314.0,4937.0,9377.0
2018-05-01,New Zealand,2145,3661,-1516,35652.0,41879.0,-6227.0
2018-05-01,Philippines,793,127,666,9199.0,1239.0,7960.0
2018-05-01,South Africa,438,24,414,5957.0,435.0,5522.0
2018-05-01,Sri Lanka,131,12,119,1872.0,244.0,1628.0
2018-05-01,United Kingdom,543,688,-145,8190.0,5923.0,2267.0
2018-05-01,Vietnam,59,40,19,1370.0,518.0,852.0
2018-06-01,China,1204,613,591,14718.0,7354.0,7364.0
2018-06-01,Fiji,158,52,106,2335.0,699.0,1636.0
2018-06-01,India,1133,343,790,14411.0,4938.0,9473.0
2018-06-01,New Zealand,2192,3607,-1415,35316.0,42107.0,-6791.0
2018-06-01,Philippines,795,82,713,9149.0,1215.0,7934.0
2018-06-01,South Africa,430,20,410,5891.0,419.0,5472.0
2018-06-01,Sri Lanka,102,15,87,1810.0,238.0,1572.0
2018-06-01,United Kingdom,470,531,-61,8137.0,5952.0,2185.0
2018-06-01,Vietnam,83,37,46,1364.0,523.0,841.0
2018-07-01,China,1956,798,1158,14568.0,7481.0,7087.0
2018-07-01,Fiji,200,58,142,2361.0,693.0,1668.0
2018-07-01,India,1988,403,1585,14591.0,4907.0,9684.0
2018-07-01,New Zealand,2716,3878,-1162,35228.0,42382.0,-7154.0
2018-07-01,Philippines,840,109,731,9043.0,1243.0,7800.0
2018-07-01,South Africa,661,30,631,6072.0,400.0,5672.0
2018-07-01,Sri Lanka,173,15,158,1805.0,230.0,1575.0
2018-07-01,United Kingdom,468,545,-77,8068.0,5973.0,2095.0
2018-07-01,Vietnam,179,65,114,1346.0,543.0,803.0
2018-08-01,China,1410,560,850,14656.0,7508.0,7148.0
2018-08-01,Fiji,185,59,126,2294.0,661.0,1633.0
2018-08-01,India,1221,387,834,14748.0,4769.0,9979.0
2018-08-01,New Zealand,2972,3541,-569,35254.0,42506.0,-7252.0
2018-08-01,Philippines,868,102,766,9010.0,1255.0,7755.0
2018-08-01,South Africa,654,30,624,6231.0,392.0,5839.0
2018-08-01,Sri Lanka,158,25,133,1817.0,227.0,1590.0
2018-08-01,United Kingdom,686,452,234,8112.0,6014.0,2098.0
2018-08-01,Vietnam,105,37,68,1341.0,542.0,799.0
2018-09-01,China,1470,580,890,14817.0,7488.0,7329.0
2018-09-01,Fiji,175,49,126,2299.0,648.0,1651.0
2018-09-01,India,1001,376,625,14875.0,4690.0,10185.0
2018-09-01,New Zealand,3107,3123,-16,35220.0,42503.0,-7283.0
2018-09-01,Philippines,753,98,655,8964.0,1274.0,7690.0
2018-09-01,South Africa,596,21,575,6384.0,378.0,6006.0
2018-09-01,Sri Lanka,117,7,110,1791.0,213.0,1578.0
2018-09-01,United Kingdom,859,379,480,8119.0,5975.0,2144.0
2018-09-01,Vietnam,86,46,40,1311.0,550.0,761.0
2018-10-01,China,1177,417,760,14877.0,7443.0,7434.0
2018-10-01,Fiji,149,42,107,2260.0,638.0,1622.0
2018-10-01,India,902,340,562,14729.0,4588.0,10141.0
2018-10-01,New Zealand,3027,3133,-106,35125.0,42682.0,-7557.0
2018-10-01,Philippines,750,91,659,8959.0,1269.0,7690.0
2018-10-01,South Africa,684,23,661,6542.0,366.0,6176.0
2018-10-01,Sri Lanka,108,16,92,1746.0,218.0,1528.0
2018-10-01,United Kingdom,889,398,491,8114.0,5961.0,2153.0
2018-10-01,Vietnam,129,26,103,1338.0,554.0,784.0
2018-11-01,China,1000,975,25,14867.0,7538.0,7329.0
2018-11-01,Fiji,236,47,189,2302.0,640.0,1662.0
2018-11-01,India,850,332,518,14453.0,4432.0,10021.0
2018-11-01,New Zealand,3172,3050,122,35096.0,42667.0,-7571.0
2018-11-01,Philippines,726,117,609,8976.0,1296.0,7680.0
2018-11-01,South Africa,606,45,561,6731.0,382.0,6349.0
2018-11-01,Sri Lanka,117,26,91,1715.0,220.0,1495.0
2018-11-01,United Kingdom,913,335,578,8080.0,5899.0,2181.0
2018-11-01,Vietnam,77,47,30,1333.0,559.0,774.0
2018-12-01,China,816,1030,-214,14907.0,7534.0,7373.0
2018-12-01,Fiji,308,74,234,2371.0,619.0,1752.0
2018-12-01,India,583,465,118,14294.0,4461.0,9833.0
2018-12-01,New Zealand,5176,4224,952,34790.0,42402.0,-7612.0
2018-12-01,Philippines,604,158,446,9081.0,1321.0,7760.0
2018-12-01,South Africa,885,51,834,6960.0,377.0,6583.0
2018-12-01,Sri Lanka,71,26,45,1652.0,228.0,1424.0
2018-12-01,United Kingdom,691,538,153,8125.0,5827.0,2298.0
2018-12-01,Vietnam,84,94,-10,1362.0,578.0,784.0
2019-01-01,China,1382,657,725,14604.0,7634.0,6970.0
2019-01-01,Fiji,243,35,208,2389.0,600.0,1789.0
2019-01-01,India,808,367,441,14055.0,4434.0,9621.0
2019-01-01,New Zealand,3273,3565,-292,34722.0,42263.0,-7541.0
2019-01-01,Philippines,770,121,649,8989.0,1332.0,7657.0
2019-01-01,South Africa,1096,25,1071,7472.0,359.0,7113.0
2019-01-01,Sri Lanka,128,21,107,1607.0,232.0,1375.0
2019-01-01,United Kingdom,1006,352,654,8171.0,5810.0,2361.0
2019-01-01,Vietnam,189,83,106,1386.0,616.0,770.0
2019-02-01,China,1267,371,896,14641.0,7512.0,7129.0
2019-02-01,Fiji,262,42,220,2450.0,604.0,1846.0
2019-02-01,India,1826,304,1522,13703.0,4390.0,9313.0
2019-02-01,New Zealand,2478,2984,-506,34706.0,42104.0,-7398.0
2019-02-01,Philippines,975,87,888,9206.0,1320.0,7886.0
2019-02-01,South Africa,897,32,865,7872.0,357.0,7515.0
2019-02-01,Sri Lanka,168,19,149,1549.0,230.0,1319.0
2019-02-01,United Kingdom,654,495,159,8176.0,5899.0,2277.0
2019-02-01,Vietnam,217,31,186,1387.0,591.0,796.0
2019-03-01,China,1115,518,597,14469.0,7489.0,6980.0
2019-03-01,Fiji,206,55,151,2485.0,601.0,1884.0
2019-03-01,India,802,345,457,13141.0,4309.0,8832.0
2019-03-01,New Zealand,2274,3275,-1001,34595.0,41686.0,-7091.0
2019-03-01,Philippines,763,127,636,9286.0,1315.0,7971.0
2019-03-01,South Africa,828,35,793,8252.0,365.0,7887.0
2019-03-01,Sri Lanka,117,25,92,1505.0,230.0,1275.0
2019-03-01,United Kingdom,578,545,33,8204.0,5846.0,2358.0
2019-03-01,Vietnam,138,46,92,1420.0,588.0,832.0
2019-04-01,China,776,484,292,14410.0,7542.0,6868.0
2019-04-01,Fiji,200,40,160,2505.0,593.0,1912.0
2019-04-01,India,499,256,243,12815.0,4266.0,8549.0
2019-04-01,New Zealand,2087,3099,-1012,34619.0,41140.0,-6521.0
2019-04-01,Philippines,701,88,613,9338.0,1307.0,8031.0
2019-04-01,South Africa,769,36,733,8544.0,372.0,8172.0
2019-04-01,Sri Lanka,68,19,49,1458.0,226.0,1232.0
2019-04-01,United Kingdom,459,513,-54,8216.0,5771.0,2445.0
2019-04-01,Vietnam,110,22,88,1456.0,574.0,882.0
2019-05-01,China,915,533,382,14488.0,7536.0,6952.0
2019-05-01,Fiji,237,43,194,2559.0,596.0,1963.0
2019-05-01,India,718,284,434,12331.0,4202.0,8129.0
2019-05-01,New Zealand,2274,3333,-1059,34748.0,40812.0,-6064.0
2019-05-01,Philippines,1158,151,1007,9703.0,1331.0,8372.0
2019-05-01,South Africa,821,46,775,8927.0,394.0,8533.0
2019-05-01,Sri Lanka,99,24,75,1426.0,238.0,1188.0
2019-05-01,United Kingdom,541,648,-107,8214.0,5731.0,2483.0
2019-05-01,Vietnam,101,38,63,1498.0,572.0,926.0
2019-06-01,China,1172,1341,-169,14456.0,8264.0,6192.0
2019-06-01,Fiji,216,63,153,2617.0,607.0,2010.0
2019-06-01,India,852,297,555,12050.0,4156.0,7894.0
