Month,Citizenship,Arrivals,Departures,Net,arrivals_sum,departures_sum,net_sum
2023-04-01,Sri Lanka,577,12,565,4262.0,217.0,4045.0
2023-04-01,United Kingdom,365,474,-109,5905.0,4605.0,1301.0
2023-04-01,Vietnam,507,33,474,2632.0,593.0,2039.0
2023-05-01,China,2010,500,1510,21591.0,5181.0,16411.0
2023-05-01,Fiji,1177,50,1127,8836.0,552.0,8283.0
2023-05-01,India,4696,226,4470,29153.0,2808.0,26343.0
2023-05-01,New Zealand,1550,6492,-4942,24585.0,60781.0,-36196.0
2023-05-01,Philippines,3507,77,3430,28761.0,895.0,27868.0
2023-05-01,South Africa,757,27,730,9033.0,501.0,8531.0
2023-05-01,Sri Lanka,615,14,602,4771.0,212.0,4560.0
2023-05-01,United Kingdom,388,542,-155,6030.0,4504.0,1526.0
2023-05-01,Vietnam,595,27,568,3187.0,557.0,2630.0
2023-06-01,China,2131,702,1429,22986.0,5544.0,17443.0
2023-06-01,Fiji,1145,53,1092,9678.0,560.0,9117.0
2023-06-01,India,4852,206,4646,33245.0,2830.0,30413.0
2023-06-01,New Zealand,1696,6453,-4758,24441.0,62864.0,-38424.0
2023-06-01,Philippines,3571,74,3497,31574.0,897.0,30679.0
2023-06-01,South Africa,639,41,597,9123.0,509.0,8612.0
2023-06-01,Sri Lanka,557,14,543,5180.0,211.0,4970.0
2023-06-01,United Kingdom,440,470,-31,6156.0,4402.0,1753.0
2023-06-01,Vietnam,571,39,531,3737.0,547.0,3189.0
2023-07-01,China,2446,605,1841,24099.0,5641.0,18459.0
2023-07-01,Fiji,934,60,873,10202.0,552.0,9648.0
2023-07-01,India,4589,250,4340,36353.0,2846.0,33506.0
2023-07-01,New Zealand,1863,6456,-4593,24056.0,64476.0,-40421.0
2023-07-01,Philippines,2949,126,2823,33415.0,938.0,32479.0
2023-07-01,South Africa,558,51,507,9037.0,505.0,8530.0
2023-07-01,Sri Lanka,619,22,597,5520.0,219.0,5302.0
2023-07-01,United Kingdom,438,487,-49,6236.0,4383.0,1852.0
2023-07-01,Vietnam,428,38,390,4077.0,533.0,3543.0
2023-08-01,China,2477,606,1871,25726.0,5846.0,19881.0
2023-08-01,Fiji,833,51,782,10631.0,559.0,10070.0
2023-08-01,India,6081,344,5737,41206.0,2922.0,38283.0
2023-08-01,New Zealand,2063,5559,-3496,24094.0,65747.0,-41654.0
2023-08-01,Philippines,4130,98,4032,36420.0,955.0,35467.0
2023-08-01,South Africa,724,38,685,9459.0,507.0,8949.0
2023-08-01,Sri Lanka,586,14,572,5897.0,217.0,5681.0
2023-08-01,United Kingdom,522,339,183,6331.0,4307.0,2023.0
2023-08-01,Vietnam,651,58,594,4669.0,534.0,4135.0
2023-09-01,China,2118,842,1276,26375.0,6326.0,20050.0
2023-09-01,Fiji,802,79,723,10923.0,602.0,10319.0
2023-09-01,India,4923,446,4476,44976.0,3170.0,41804.0
2023-09-01,New Zealand,2544,5401,-2856,24588.0,67050.0,-42462.0
2023-09-01,Philippines,2743,63,2679,37798.0,974.0,36825.0
2023-09-01,South Africa,701,55,646,9703.0,531.0,9169.0
2023-09-01,Sri Lanka,620,18,603,6241.0,224.0,6019.0
2023-09-01,United Kingdom,685,282,403,6345.0,4367.0,1977.0
2023-09-01,Vietnam,427,32,395,5001.0,524.0,4477.0
2023-10-01,China,1769,776,993,26340.0,6731.0,19610.0
2023-10-01,Fiji,713,90,623,11101.0,634.0,10465.0
2023-10-01,India,4610,825,3784,48179.0,3718.0,44459.0
2023-10-01,New Zealand,2563,5240,-2677,25126.0,68433.0,-43306.0
2023-10-01,Philippines,2049,110,1939,38251.0,1006.0,37245.0
2023-10-01,South Africa,601,82,519,9546.0,564.0,8979.0
2023-10-01,Sri Lanka,627,22,605,6624.0,230.0,6396.0
2023-10-01,United Kingdom,798,294,504,6516.0,4401.0,2114.0
2023-10-01,Vietnam,340,40,299,5217.0,534.0,4682.0
2023-11-01,China,2111,2650,-539,26746.0,8912.0,17836.0
2023-11-01,Fiji,712,88,623,11133.0,680.0,10450.0
2023-11-01,India,4097,1198,2900,50084.0,4627.0,45456.0
2023-11-01,New Zealand,3048,6490,-3443,25812.0,70472.0,-44661.0
2023-11-01,Philippines,1982,248,1734,37136.0,1176.0,35960.0
2023-11-01,South Africa,758,101,657,9154.0,603.0,8548.0
2023-11-01,Sri Lanka,649,53,597,6851.0,255.0,6599.0
2023-11-01,United Kingdom,1029,323,705,6855.0,4449.0,2403.0
2023-11-01,Vietnam,412,133,279,5438.0,613.0,4823.0
2023-12-01,China,1887,2621,-734,26912.0,11200.0,15713.0
2023-12-01,Fiji,849,166,682,11088.0,795.0,10289.0
2023-12-01,India,3436,1482,1954,50825.0,5891.0,44933.0
2023-12-01,New Zealand,5290,9820,-4531,27784.0,74781.0,-46999.0
2023-12-01,Philippines,1426,730,696,36243.0,1810.0,34432.0
2023-12-01,South Africa,686,200,486,8893.0,739.0,8151.0
2023-12-01,Sri Lanka,487,77,409,6934.0,306.0,6630.0
2023-12-01,United Kingdom,1047,497,550,7409.0,4645.0,2761.0
2023-12-01,Vietnam,249,153,97,5438.0,663.0,4774.0
